job_id,date_posted,source,company,title,category,raw_category,seniority,location,job_type,skills,tags_raw,salary_min_usd,salary_max_usd,salary_mid_usd,demand_index,scarcity_score,time_to_fill_days_proxy,application_volume_proxy,source_url,description_preview
raw-0011,2026-04-14,Remotive API,Mitre Media,Tech Lead Full-Stack Rails Engineer,Data & AI,Software Development,Senior/Lead,"USA, Canada, USA timezones",full_time,API; Docker; Full Stack; JavaScript; Kubernetes; React; AI; Advertising; NLP; Ruby on Rails; AI/ML; Java,api; CSS; docker; elasticsearch; fullstack; html; javascript; kubernetes; postgresql; react; ror; ruby/rails; AI/ML; CAD; advertising; Redis; ES6; web applications; MySQL; NLP; fintech; Micro services; github; system architecture,84190.0,126161.0,106113.0,46.2,74.7,50.3,80,https://remotive.com/remote-jobs/software-development/tech-lead-full-stack-rails-engineer-2069746,"About Mitre Media Mitre Media is redefining FinTech with AI-driven tools that empower millions of investors. Our portfolio, including Dividend.com and MutualFunds.com, leverages LLMs to deliver novel data insights and vi"
raw-0012,2026-04-14,Remotive API,TELUS Digital,Online Data Analyst United States,Data & AI,All others,Unspecified,USA,part_time,Go; Social Media; AI; Research; AI/ML; Machine Learning; Content Strategy,go; social media; AI/ML; research; diversity,55769.0,83645.0,68903.0,47.7,66.3,42.2,94,https://remotive.com/remote-jobs/all-others/online-data-analyst-united-states-2088710,Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own h
raw-0013,2026-04-11,Remotive API,Coalition Technologies ,Office Assistant,Software & Engineering,Marketing,Unspecified,Worldwide,full_time,Excel; Frontend; Git; PHP; Shopify; WordPress; Startup; SQL; Data Analysis,CSS; excel; frontend; git; html; illustrator; magento; photoshop; php; shopify; wordpress; MySQL; startup; responsive; themes; bootstrap; insurance; jQuery; Ajax,62150.0,88158.0,74317.0,41.5,43.1,30.4,130,https://remotive.com/remote-jobs/marketing/office-assistant-1680495,"WHY YOU SHOULD APPLY: Coalition Technologies is devoted to delivering clients the highest quality work while providing our team a fun, thriving, and innovative environment. Along with the opportunity for tremendous caree"
raw-0014,2026-04-10,Remotive API,easybill GmbH,"🇩🇪 Senior/Staff Software Engineer PHP, TS, Rust, Kotlin (m/w/d)",Software & Engineering,Software Development,Senior/Lead,Germany,full_time,Backend; Docker; Frontend; Go; Java; PHP; React; TypeScript; SQL; Git,backend; docker; elasticsearch; frontend; go; java; php; react; kotlin; rust; Typescript ; Redis; MySQL; Symfony; debugging; Micro services; github,97901.0,138325.0,117467.0,42.2,50.1,35.9,116,https://remotive.com/remote-jobs/software-development/senior-staff-software-engineer-php-ts-rust-kotlin-m-w-d-2088708,"🇩🇪 This job ad is written in German. 🇩🇪 easybill ist eine cloudbasierte Rechnungssoftware, die sich durch einfache Anwendung, umfassende Funktionalität und vielfältige Anbindungen über Schnittstellen schon seit mehr als "
raw-0015,2026-04-09,Remotive API,nooro,iOS Developer,Software & Engineering,Software Development,Unspecified,USA,full_time,API; Backend; Git; iOS; Security; UX Research; Figma; Agile; Startup; REST; UI/UX,api; backend; git; ios; security; swift; UI/UX; Figma; agile; healthcare; startup; core data; github; REST; MVVM; mobile development,60510.0,91374.0,76534.0,43.2,57.2,34.7,107,https://remotive.com/remote-jobs/software-development/ios-developer-1956455,"WHO ARE WE? At nooro, we're revolutionizing pain management for seniors. Our platform is transforming how older adults engage with pain management at home. We're on a mission to make wellness more accessible and effectiv"
raw-0016,2026-04-08,Remotive API,Sanctuary Computer,Senior Frontend Developer,Software & Engineering,Software Development,Senior/Lead,"LATAM, Asia",contract,API; Backend; Frontend; Full Stack; Security; SEO; Shopify; Product Management; TypeScript; Testing; CMS; REST,api; backend; CSS; ecommerce; frontend; fullstack; graphql; postgresql; redux; security; seo; shopify; open source; paas; product management; documentation; mentoring; Typescript ; Redis; web applications; cypress; data visualization; firebase; IoT; engineering management; runtime; responsive; prismic; testing; next.js; CMS; jest; REST; web sockets; performance optimization,105159.0,150656.0,124083.0,43.6,77.6,53.0,85,https://remotive.com/remote-jobs/software-development/senior-frontend-developer-2088707,We are hiring a contract-based Senior Frontend Developer for the garden3d creative collective with a focus on LATAM & Asia candidates. This job posting here in Remotive is for sharing purposes only and does not serve as 
raw-0017,2026-04-08,Remotive API,Chooose,Fullstack Developer (US - ET),Data & AI,Software Development,Unspecified,USA,full_time,API; Azure; Full Stack; Python; React; SaaS; AI; Project Management; TypeScript; AI/ML; .NET; C#,api; azure; fullstack; python; react; saas; AI/ML; project management; documentation; Typescript ; computer science; diversity; insurance,59680.0,85807.0,73460.0,45.2,76.6,49.6,74,https://remotive.com/remote-jobs/software-development/fullstack-developer-us-et-2088706,"Chooose builds software to enable the lower carbon fuel value chain. Companies like Delta Air Lines, Cathay Pacific, British Airways, and Microsoft use the Chooose platform to build, operate, and scale their lower carbon"
raw-0018,2026-04-07,Remotive API,TELUS Digital,Online Data Analyst (United States/Spanish speakers),Data & AI,All others,Unspecified,USA,part_time,Go; Social Media; AI; Research; AI/ML; Machine Learning; Content Strategy,go; social media; AI/ML; research; diversity,64413.0,94961.0,77507.0,45.0,51.7,40.1,115,https://remotive.com/remote-jobs/all-others/online-data-analyst-united-states-spanish-speakers-2088704,Are you a detail-oriented individual with a passion for research and a good understanding of national and local geography? This freelance opportunity allows you to work at your own pace and from the comfort of your own h
raw-0019,2026-04-04,Remotive API,IAPWE,Freelance Writer,Cybersecurity & IT,Writing,Unspecified,Worldwide,freelance,REST; Cybersecurity; Content Strategy; Finance,REST,60135.0,87535.0,72113.0,60.8,48.5,38.0,110,https://remotive.com/remote-jobs/writing/freelance-writer-1185979,Our organization is seeking content writers to create articles and blog posts on a variety of topics. The rate of pay is $20 per 100 words (this comes out to approximately $100 per article or $50 per hour). Some topics y
raw-0020,2026-04-02,Remotive API,Coalition Technologies ,Copywriter,Software & Engineering,Writing,Unspecified,Worldwide,freelance,Accounting; Excel; Research; Data Analysis; Go; Advertising; Content Strategy; Finance; SEO,accounting; excel; research; data analysis; bookkeeping; google sheets; quickbooks; data entry; insurance; G Suite,60909.0,86440.0,72015.0,40.1,40.0,32.1,154,https://remotive.com/remote-jobs/writing/copywriter-1749306,"WHO WE'RE LOOKING FOR The ideal copywriter has excellent English writing skills and is excited to write high-quality, SEO-driven content that aligns with detailed, client-specific guidelines. Projects most commonly inclu"
raw-0021,2026-03-31,Remotive API,Filestage,Customer Success Team Lead (German Speaking),Cybersecurity & IT,Customer Service,Senior/Lead,"Europe, EMEA",full_time,React; Onboarding; Startup; Risk Management; REST; Cybersecurity,react; hardware; account management; onboarding; startup; risk management; team lead; travel; REST,95445.0,132548.0,112674.0,51.0,58.6,39.6,106,https://remotive.com/remote-jobs/customer-service/customer-success-team-lead-german-speaking-2088697,"About Filestage Filestage frees people from chaotic approval processes, making work more joyful and productive. From large enterprises to independent agencies, our review and approval platform helps teams share, discuss,"
raw-0022,2026-04-25,The Muse API,Uber,"Senior Business Development Associate, IBERIA",Software & Engineering,Sales,Senior/Lead,"Madrid, Spain",Senior Level,Sales,Sales,98220.0,148500.0,122549.0,59.0,54.4,41.5,94,https://www.themuse.com/jobs/uber/senior-business-development-associate-iberia,"The Uber Business Development (""BD"") team strengthens Uber's position as the leading mobility and delivery platform through thoughtful, creative and impactful partnerships. Uber is looking for a Business Development Sr. "
raw-0023,2026-03-17,The Muse API,The Laurels of Kent,Licensed Practical Nurse (LPN) - Sign On Bonus,Cybersecurity & IT,Unspecified,Mid-level,"Caledonia, MI",Mid Level,Cybersecurity,,67531.0,93827.0,79907.0,93.5,44.1,34.3,147,https://www.themuse.com/jobs/thelaurelsofkent/licensed-practical-nurse-lpn-sign-on-bonus-3baf6a,"$7,500 Sign On Bonus for Full Time All shifts available Want to make a difference in someone’s life every day? As a nurse with The Laurels of Kent, you will work as part of a team providing skilled nursing and short-term"
raw-0024,2026-04-27,The Muse API,Bank of America,Financial Solutions Advisor - Orchard Lake Road - Greater Michigan Market,Cybersecurity & IT,Account Management,Mid-level,"Bloomfield Hills, MI",Mid Level,Cybersecurity; Risk Management,Account Management,65051.0,96662.0,80024.0,78.9,43.0,33.4,119,https://www.themuse.com/jobs/bankofamerica/financial-solutions-advisor-orchard-lake-road-greater-michigan-market,"Job Description: At Bank of America, we are guided by a common purpose to help make financial lives better through the power of every connection. We do this by driving Responsible Growth and delivering for our clients, t"
raw-0025,2025-06-10,The Muse API,DMC Sinai-Grace Hospital,Registered Nurse Registered Nurse Med/Surg Telemetry Full Time Nights,Cybersecurity & IT,Unspecified,Mid-level,"Dearborn, MI",Mid Level,Cybersecurity,,59552.0,82415.0,70919.0,78.0,45.7,29.7,142,https://www.themuse.com/jobs/dmcsinaigracehospital/registered-nurse-registered-nurse-medsurg-telemetry-full-time-nights-6ec354,"**Up to $25,000 Sign on Bonus, based on relevant experience** Unit Specializes in: 4 west is a cardiac telemetry unit designated for the care of the acutely ill adult patient with a variety of diagnoses. Whether it is as"
raw-0026,2025-01-17,The Muse API,Bank of America,Relationship Banker - Sarasota Market,Cybersecurity & IT,Unspecified,Mid-level,"Sarasota, FL",Mid Level,Cybersecurity; Risk Management,,67097.0,103053.0,84099.0,47.7,53.8,38.8,117,https://www.themuse.com/jobs/bankofamerica/relationship-banker-sarasota-market-ede304,"Job Description: At Bank of America, we are guided by a common purpose to help make financial lives better through the power of every connection. Responsible Growth is how we run our company and how we deliver for our cl"
raw-0027,2025-11-13,The Muse API,Ava Labs, Senior Technical Product Manager - AvaCloud,Software & Engineering,Unspecified,Senior/Lead,Flexible / Remote,Senior Level,Product Management; Blockchain; Research; Finance; Design; Sales; API; UX Research,,86107.0,126266.0,106075.0,22.9,51.4,40.0,125,https://www.themuse.com/jobs/avalabs/senior-technical-product-manager-avacloud,"Applicant Privacy Notice Looking to join a world-class blockchain development team? Ava Labs makes it simple to deploy high-performance solutions for Web3, led by innovations on Avalanche. The company was founded by Corn"
raw-0028,2026-04-15,The Muse API,SpaceX,Optical Engineer (Starshield),Software & Engineering,Software Engineering,Mid-level,"El Segundo, CA",Mid Level,Automation; Security; Testing; Design; Risk Management,Software Engineering,73256.0,107029.0,90321.0,49.9,52.1,38.6,122,https://www.themuse.com/jobs/spacex/optical-engineer-starshield,SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today SpaceX is actively developing the technologies to make this poss
raw-0029,2025-03-09,The Muse API,Hartford HealthCare,Nurse Care Manager (RN),Software & Engineering,Unspecified,Senior/Lead,"Ledyard, CT",Senior Level,React,,94482.0,142862.0,118210.0,18.7,46.0,41.6,126,https://www.themuse.com/jobs/hartfordhealthcare/nurse-care-manager-rn-ed8155,"Description Job Schedule: Full Time Standard Hours: 40 Job Shift: Shift 1 Shift Details: Monday- Friday with rotating weekends Work where every moment matters. Every day, over 30,000 Hartford HealthCare colleagues come t"
raw-0030,2026-03-17,The Muse API,L3Harris Technologies,"Senior Specialist, Electrical Engineer",Software & Engineering,Unspecified,Senior/Lead,"Anaheim, CA",Senior Level,Project Management; Security; Design,,95980.0,142666.0,119899.0,40.9,59.9,41.8,89,https://www.themuse.com/jobs/l3harristechnologies/senior-specialist-electrical-engineer-ffb3ea,"As a Senior Specialist Electrical Engineer, the candidate must have experience with L band RF systems, able to work from customer requirements to derive additional requirements, define the architecture of a possible solu"
raw-0031,2025-03-08,The Muse API,Clean Harbors,Service Delivery Manager,Cybersecurity & IT,Unspecified,Senior/Lead,"Burbank, CA",Senior Level,Customer Service; Cybersecurity; Sales,,94033.0,132386.0,113311.0,42.1,69.3,48.2,112,https://www.themuse.com/jobs/cleanharbors/service-delivery-manager-d082ec,"Safety-Kleen in Sylmar, CA is seeking a Driver Operations Manager (Service Delivery Manager) manage the daily completion of routes by motivating and directing team members; as well as ensuring a high level of customer sa"
raw-0032,2025-03-08,The Muse API,Clean Harbors,SKE Account Manager,Cybersecurity & IT,Unspecified,Senior/Lead,"Seattle, WA",Mid Level,Cybersecurity; Sales,,86698.0,126181.0,102622.0,53.3,63.3,41.3,94,https://www.themuse.com/jobs/cleanharbors/ske-account-manager-ff84b8,"Safety-Kleen is looking for a Territory Sales Representative , internally known as an Account Manager, to join their safety conscious team! This role focuses on building business within their territories as well as devel"
raw-0033,2026-01-05,The Muse API,SpaceX,"IC Packaging Automation Engineer, Electrical (Starlink)",Software & Engineering,Unspecified,Mid-level,"Lockhart, TX",Mid Level,Automation; Testing; Design,,70024.0,107206.0,88504.0,24.8,34.7,27.6,150,https://www.themuse.com/jobs/spacex/ic-packaging-automation-engineer-electrical-starlink,SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today SpaceX is actively developing the technologies to make this poss
raw-0034,2026-04-20,The Muse API,The Coca-Cola Company,Planning & Logistics - Graduate in Training,Data & AI,Transportation and Logistics,Entry-level,"Manzini, Swaziland",Mid Level,Project Management; Data Analysis; Data Science; Automation; Power BI; Research; Python; Design; Sales; ERP; SAP; AI,Transportation and Logistics,46403.0,69668.0,56764.0,50.6,44.8,29.9,130,https://www.themuse.com/jobs/thecocacolacompany/planning-logistics-graduate-in-training,"Summary We are seeking an analytical, technically skilled Data Scientist supporting Supply Chain Planning with a strong data science background to drive automation and digitization initiatives within our Beverages Manufa"
raw-0035,2026-03-26,The Muse API,Riot Games,"Senior Manager, Art Direction – Unpublished R&D Product ",Marketing & Growth,Unspecified,Senior/Lead,Singapore,Senior Level,SEO; Google Analytics; Paid Marketing; Content Strategy,,71038.0,104230.0,86257.0,36.4,48.6,39.0,138,https://www.themuse.com/jobs/riotgames/senior-manager-art-direction-unpublished-rd-product-4fafbe,"Riot Games was established in 2006 by entrepreneurial gamers who believe that player-focused development can result in great games. In 2009, Riot released its debut title League of Legends to critical and player acclaim."
raw-0036,2026-04-09,The Muse API,"Modern Animal, Inc.",Veterinary Assistant (VA) - Playa Vista,Software & Engineering,Software Engineering,Mid-level,"Playa Vista, CA",Mid Level,Recruitment,Software Engineering,67880.0,102023.0,84439.0,39.3,34.4,27.8,140,https://www.themuse.com/jobs/modernanimalinc/veterinary-assistant-va-playa-vista-a871a0,"At Modern Animal, we know vet med is more than a job—it’s a calling. You’re not just caring for pets; you’re holding space for families, supporting your team, and showing up with heart even when it’s hard. We see you. We"
raw-0037,2025-03-13,The Muse API,Bank of America,Wealth Management Client Associate,Cybersecurity & IT,Management,Mid-level,"Los Angeles, CA",Mid Level,Cybersecurity; Risk Management,Management,73913.0,106994.0,88777.0,47.7,48.8,37.6,131,https://www.themuse.com/jobs/bankofamerica/wealth-management-client-associate-3873a1,"Job Description: Merrill Wealth Management is a leading provider of comprehensive wealth management and investment products and services for individuals, companies, and institutions. Merrill Wealth Management is one of t"
raw-0038,2025-03-09,The Muse API,Thrive Skilled Pediatric Care LLC,Pediatric Private Duty RN LVN,Cybersecurity & IT,Unspecified,Entry-level,"Frisco, TX",Entry Level,Cybersecurity,,50517.0,72751.0,59707.0,78.0,54.1,36.6,101,https://www.themuse.com/jobs/thriveskilledpediatriccarellc/pediatric-private-duty-rn-lvn-7c964a,"Weekly pay and up to 80 hours of PTO per year! Thrive Skilled Pediatric Care, one of the leading providers of skilled pediatric home care, is seeking nurses in the Plano area. All shifts available - full time, part time "
raw-0039,2026-03-31,The Muse API,SpaceX,Mechanical Technician,Software & Engineering,Unspecified,Mid-level,"El Segundo, CA",Mid Level,Testing; Design; Excel,,73556.0,106278.0,91572.0,47.3,36.4,29.4,154,https://www.themuse.com/jobs/spacex/mechanical-technician,SpaceX was founded under the belief that a future where humanity is out exploring the stars is fundamentally more exciting than one where we are not. Today SpaceX is actively developing the technologies to make this poss
raw-0040,2025-02-10,The Muse API,Fresenius Medical Care,Acute Dialysis Charge Nurse - Good Samaritan Hospital,Cybersecurity & IT,Unspecified,Mid-level,"Jersey City, NJ",Mid Level,Cybersecurity,,58224.0,81976.0,69794.0,78.0,46.6,37.0,108,https://www.themuse.com/jobs/freseniusmedicalcare/acute-dialysis-charge-nurse-good-samaritan-hospital-258a47,"PURPOSE AND SCOPE: The Inpatient Services Charge Nurse is an additional responsibility� assigned to the Inpatient Services RN, for a limited period of time, and for specific additional duties, as assigned by the Program "
raw-0041,2025-03-09,The Muse API,The Retail Odyssey Company,Travel Retail Sales Merchandiser,Cybersecurity & IT,Unspecified,Mid-level,"Blue Ash, OH",Mid Level,Customer Service; Cybersecurity; Sales,,67024.0,94109.0,78873.0,42.1,59.2,41.1,103,https://www.themuse.com/jobs/theretailodysseycompany/travel-retail-sales-merchandiser-e97b66,"We want you to help us shape the future of shopping experiences and deliver on our purpose of connecting people with the products and experiences that enrich their lives. Joining Retail Odyssey, an Advantage Solutions co"
raw-0042,2025-02-22,The Muse API,Uber,Senior Scientist - Driver Incentives,Data & AI,Unspecified,Senior/Lead,"New York, NY",Senior Level,Machine Learning; Data Analysis; Data Science; Marketplace; Research; Python; Design; SQL; AI,,107331.0,151291.0,127580.0,21.1,62.1,44.5,101,https://www.themuse.com/jobs/uber/senior-scientist-driver-incentives,"About the Role We are looking for candidates with a passion for solving business problems with data. In this role, you will be able to use your strong quantitative skills in the fields of machine learning, statistics, an"
raw-0043,2026-04-29,The Muse API,Bechtel,Supervisor - Structural,Software & Engineering,Software Engineering,Senior/Lead,"Mount Isa, Australia",Senior Level,Recruitment; Security,Software Engineering,103569.0,157149.0,128901.0,51.7,64.8,47.1,85,https://www.themuse.com/jobs/bechtel/supervisor-structural,"Requisition ID: 292383 Relocation Authorized: National - Camp Telework Type: Full-Time Office/Project Work Location: Cloncurry, QLD Extraordinary teams building inspiring projects: Since 1898, we have helped customers co"
raw-0044,2026-04-27,The Muse API,Bank of America,Financial Solutions Advisor- Encino Financial Center,Cybersecurity & IT,Account Management,Mid-level,"Encino, CA",Mid Level,Cybersecurity; Risk Management,Account Management,62121.0,87009.0,73683.0,78.9,57.3,40.3,101,https://www.themuse.com/jobs/bankofamerica/financial-solutions-advisor-encino-financial-center,"Job Description: The following laws or regulations restrict or prohibit the hiring of individuals with certain specified criminal history for the position: FDIC; Safe Act; Loan Originators; FINRA. At Bank of America, we "
raw-0045,2025-03-09,The Muse API,Optum,Psychiatrist - MD or DO,Cybersecurity & IT,Unspecified,Mid-level,"Sarasota, FL",Mid Level,Cybersecurity; Excel,,68548.0,94976.0,81850.0,49.8,44.2,33.4,107,https://www.themuse.com/jobs/optum/psychiatrist-md-or-do-44c4c0,"Comprehensive Med Psych Systems (CMPS), part of the Optum family of businesses is seeking a Psychiatrist - MD or DO to join our team in Sarasota, FL. Optum is a clinician-led care organization that is changing the way cl"
raw-0046,2026-03-17,The Muse API,Optum,Speech Therapist - PRN,Software & Engineering,Healthcare,Mid-level,"Horn Lake, MS",Mid Level,Python; JavaScript; API; Cloud,Healthcare,71858.0,105520.0,88946.0,47.3,60.4,37.8,110,https://www.themuse.com/jobs/optum/speech-therapist-prn-f2328e,"Explore opportunities with Elite Home Health, a part of LHC Group, a leading post-acute care partner for hospitals, physicians and families nationwide. As members of the Optum family of businesses, we are dedicated to he"
raw-0047,2025-08-27,The Muse API,Crown Cork & Seal USA,Industrial Mechanic (Assembly Line Maintainer) MUST BE OPEN TO ALL SHIFTS,Product & Project Management,Unspecified,Mid-level,"Alsip, IL",Mid Level,Project Management; Sales,,71888.0,100353.0,85123.0,23.6,39.7,34.8,113,https://www.themuse.com/jobs/crowncorksealusa/industrial-mechanic-assembly-line-maintainer-must-be-open-to-all-shifts-77f2e6,"ABOUT CROWN: CROWN Cork & Seal USA, Inc., a wholly owned company of Crown Holdings, Inc., is a global leader in designing, manufacturing, and selling packaging products for consumer goods. At Crown, we are passionate abo"
raw-0048,2026-03-17,The Muse API,"Aulani, A Disney Resort & Spa","Security Host/Hostess - Full-Time, $29.00/Hour",Cybersecurity & IT,Unspecified,Mid-level,"Makakilo City, HI",Mid Level,Cybersecurity; Security; Research,,57164.0,86192.0,70744.0,55.4,51.4,36.2,102,https://www.themuse.com/jobs/aulaniadisneyresortspa/security-hosthostess-fulltime-2900hour-8217ab,"Come and join the magic with Aulani, A Disney Resort and Spa! Perks and benefits may include: 100% full coverage of healthcare for you and your eligible dependents Tuition paid upfront at network schools Free lunch Free "
raw-0049,2026-04-17,The Muse API,DoorDash,Shift Lead - Decatur,Software & Engineering,Human Resources and Recruitment,Senior/Lead,"Decatur, GA",Mid Level,Recruitment,Human Resources and Recruitment,93408.0,136354.0,116604.0,42.3,48.8,35.1,110,https://www.themuse.com/jobs/doordash/shift-lead-decatur-6c56e6,"About the Team DashMart is a local-fulfillment center owned and operated by DoorDash, offering customers household essentials and other items to their doorsteps with speed, reliability, and quality. Customers order their"
raw-0050,2026-03-17,The Muse API,Christus Health,Physician - Cardiology,Cybersecurity & IT,Unspecified,Mid-level,"Starkville, MS",Mid Level,Cybersecurity,,73291.0,107339.0,91120.0,93.5,46.7,31.6,115,https://www.themuse.com/jobs/christushealth/physician-cardiology-27e5ed,"Description CHRISTUS Trinity Clinic, home to one of the largest multispecialty groups in Texas, is seeking an Interventional Cardiologist to join an established practice in Longview. CHRISTUS Good Shepherd Medical Center"
raw-0051,2026-04-27,The Muse API,Bank of America,Assistant Manager- Regulated,Data & AI,Data and Analytics,Senior/Lead,"Chennai, India",Senior Level,Risk Management; Finance; AI,Data and Analytics,102906.0,152062.0,129099.0,60.6,56.0,42.2,100,https://www.themuse.com/jobs/bankofamerica/assistant-manager-regulated-debc12,"Job Description: About Us At Bank of America, we are guided by a common purpose to help make financial lives better through the power of every connection. Responsible Growth is how we run our company and how we deliver f"
